PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;57;10;28079057_10_47;2019;03;07;00001;V;00001;V;00008;V;00001;V;00001;V;00001;V;00002;V;00002;V;00008;V;00016;V;00002;V;00002;V;00003;V;00013;V;00025;V;00006;V;00013;V;00023;V;00015;V;00018;V;00028;V;00018;V;00015;V;00000;N
28;079;57;12;28079057_12_8;2019;03;07;00016;V;00016;V;00013;V;00015;V;00011;V;00011;V;00027;V;00066;V;00101;V;00057;V;00034;V;00028;V;00027;V;00025;V;00025;V;00025;V;00030;V;00028;V;00037;V;00039;V;00043;V;00040;V;00031;V;00000;N
28;079;58;7;28079058_7_8;2019;03;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00014;V;00026;V;00007;V;00003;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N
28;079;58;8;28079058_8_8;2019;03;07;00006;V;00007;V;00003;V;00002;V;00002;V;00002;V;00007;V;00050;V;00052;V;00020;V;00009;V;00007;V;00005;V;00006;V;00007;V;00006;V;00008;V;00005;V;00006;V;00011;V;00014;V;00020;V;00015;V;00000;N
28;079;58;12;28079058_12_8;2019;03;07;00007;V;00008;V;00004;V;00004;V;00004;V;00003;V;00010;V;00071;V;00092;V;00031;V;00013;V;00010;V;00008;V;00010;V;00010;V;00008;V;00011;V;00006;V;00008;V;00013;V;00015;V;00022;V;00017;V;00000;N
28;079;58;14;28079058_14_6;2019;03;07;66.54;V;56.06;V;60.23;V;70.08;V;79.23;V;86.91;V;78.74;V;33.91;V;21.81;V;54.01;V;81.07;V;82.24;V;88.56;V;85.78;V;81.83;V;89.39;V;75.78;V;77.31;V;75.80;V;65.46;V;62.35;V;55.85;V;66.94;V;00000;N
28;079;59;7;28079059_7_8;2019;03;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00051;V;00030;V;00007;V;00008;V;00006;V;00004;V;00004;V;00004;V;00004;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00000;N
28;079;59;8;28079059_8_8;2019;03;07;00011;V;00007;V;00005;V;00006;V;00006;V;00008;V;00015;V;00034;V;00079;V;00056;V;00024;V;00022;V;00019;V;00013;V;00013;V;00012;V;00013;V;00016;V;00017;V;00025;V;00030;V;00037;V;00023;V;00000;N
28;079;59;12;28079059_12_8;2019;03;07;00012;V;00009;V;00006;V;00007;V;00008;V;00009;V;00017;V;00037;V;00158;V;00103;V;00036;V;00034;V;00029;V;00020;V;00019;V;00017;V;00019;V;00020;V;00020;V;00026;V;00031;V;00038;V;00024;V;00000;N
28;079;59;14;28079059_14_6;2019;03;07;59.35;V;63.30;V;65.12;V;60.72;V;65.83;V;69.13;V;65.83;V;50.44;V;08.21;V;35.49;V;67.17;V;67.81;V;71.52;V;78.64;V;79.29;V;82.43;V;80.11;V;73.16;V;70.35;V;62.23;V;53.19;V;45.19;V;57.76;V;00000;N
28;079;60;7;28079060_7_8;2019;03;07;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00008;V;00021;V;00016;V;00008;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00007;V;00006;V;00005;V;00004;V;00004;V;00003;V;00000;N
28;079;60;8;28079060_8_8;2019;03;07;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00013;V;00039;V;00054;V;00034;V;00010;V;00006;V;00005;V;00002;V;00003;V;00004;V;00004;V;00006;V;00012;V;00016;V;00018;V;00018;V;00011;V;00000;N
28;079;60;10;28079060_10_47;2019;03;07;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00002;V;00007;V;00014;V;00001;V;00003;V;00002;V;00006;V;00023;V;00006;V;00015;V;00023;V;00015;V;00018;V;00026;V;00016;V;00013;V;00000;N
28;079;60;12;28079060_12_8;2019;03;07;00006;V;00006;V;00005;V;00005;V;00006;V;00006;V;00019;V;00051;V;00087;V;00058;V;00022;V;00017;V;00015;V;00011;V;00012;V;00013;V;00013;V;00017;V;00021;V;00023;V;00025;V;00023;V;00016;V;00000;N
28;079;60;14;28079060_14_6;2019;03;07;65.46;V;66.76;V;61.15;V;64.74;V;73.05;V;76.39;V;65.64;V;43.05;V;31.76;V;47.17;V;70.47;V;76.66;V;79.46;V;83.56;V;83.74;V;84.79;V;84.44;V;79.22;V;71.44;V;66.86;V;60.67;V;57.73;V;63.68;V;00000;N
